Feature,Block,Universe,Availability,Source,TemporalRule,Direction,Notes,PresentInTeamStore,PresentInHistoricalMatchups,PresentInStage2Matchups,InAnyCandidateSet,TargetDerivedPrior,RequiresFoldFittedPreprocessing
diff__detailed__clean__reboundshare_mean,detailed_efficiency,rich,common,detailed__clean__reboundshare_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__reboundshare_median,detailed_efficiency,rich,common,detailed__clean__reboundshare_median,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__steal_pct_ros,detailed_efficiency,rich,common,detailed__clean__steal_pct_ros,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__stealpct_mean,detailed_efficiency,rich,common,detailed__clean__stealpct_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__stealpct_median,detailed_efficiency,rich,common,detailed__clean__stealpct_median,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__tov_pct_ros,detailed_efficiency,rich,common,detailed__clean__tov_pct_ros,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__tovpct_mean,detailed_efficiency,rich,common,detailed__clean__tovpct_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__tovpct_median,detailed_efficiency,rich,common,detailed__clean__tovpct_median,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__tovpct_std,detailed_efficiency,rich,common,detailed__clean__tovpct_std,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__tovpct_trim02,detailed_efficiency,rich,common,detailed__clean__tovpct_trim02,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__true_shooting_ros,detailed_efficiency,rich,common,detailed__clean__true_shooting_ros,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__trueshootingpct_mean,detailed_efficiency,rich,common,detailed__clean__trueshootingpct_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__clean__trueshootingpct_median,detailed_efficiency,rich,common,detailed__clean__trueshootingpct_median,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h10__defrtg,detailed_efficiency,rich,common,detailed__ewm_h10__defrtg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h10__efg,detailed_efficiency,rich,common,detailed__ewm_h10__efg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h10__fg3attemptrate,detailed_efficiency,rich,common,detailed__ewm_h10__fg3attemptrate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h10__fourfactoredge,detailed_efficiency,rich,common,detailed__ewm_h10__fourfactoredge,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h10__ftrate,detailed_efficiency,rich,common,detailed__ewm_h10__ftrate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h10__netrtg,detailed_efficiency,rich,common,detailed__ewm_h10__netrtg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h10__offrtg,detailed_efficiency,rich,common,detailed__ewm_h10__offrtg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h10__oppefg,detailed_efficiency,rich,common,detailed__ewm_h10__oppefg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h10__orbpct,detailed_efficiency,rich,common,detailed__ewm_h10__orbpct,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h10__tovpct,detailed_efficiency,rich,common,detailed__ewm_h10__tovpct,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h20__defrtg,detailed_efficiency,rich,common,detailed__ewm_h20__defrtg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h20__efg,detailed_efficiency,rich,common,detailed__ewm_h20__efg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h20__fg3attemptrate,detailed_efficiency,rich,common,detailed__ewm_h20__fg3attemptrate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h20__fourfactoredge,detailed_efficiency,rich,common,detailed__ewm_h20__fourfactoredge,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h20__ftrate,detailed_efficiency,rich,common,detailed__ewm_h20__ftrate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h20__netrtg,detailed_efficiency,rich,common,detailed__ewm_h20__netrtg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h20__offrtg,detailed_efficiency,rich,common,detailed__ewm_h20__offrtg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h20__oppefg,detailed_efficiency,rich,common,detailed__ewm_h20__oppefg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h20__orbpct,detailed_efficiency,rich,common,detailed__ewm_h20__orbpct,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h20__tovpct,detailed_efficiency,rich,common,detailed__ewm_h20__tovpct,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h5__defrtg,detailed_efficiency,rich,common,detailed__ewm_h5__defrtg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h5__efg,detailed_efficiency,rich,common,detailed__ewm_h5__efg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h5__fg3attemptrate,detailed_efficiency,rich,common,detailed__ewm_h5__fg3attemptrate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h5__fourfactoredge,detailed_efficiency,rich,common,detailed__ewm_h5__fourfactoredge,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h5__ftrate,detailed_efficiency,rich,common,detailed__ewm_h5__ftrate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h5__netrtg,detailed_efficiency,rich,common,detailed__ewm_h5__netrtg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h5__offrtg,detailed_efficiency,rich,common,detailed__ewm_h5__offrtg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h5__oppefg,detailed_efficiency,rich,common,detailed__ewm_h5__oppefg,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h5__orbpct,detailed_efficiency,rich,common,detailed__ewm_h5__orbpct,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__ewm_h5__tovpct,detailed_efficiency,rich,common,detailed__ewm_h5__tovpct,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__home__def_rtg_mean,detailed_efficiency,rich,common,detailed__home__def_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__home__games,detailed_efficiency,rich,common,detailed__home__games,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__home__net_rtg_mean,detailed_efficiency,rich,common,detailed__home__net_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__home__off_rtg_mean,detailed_efficiency,rich,common,detailed__home__off_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__home__pace_mean,detailed_efficiency,rich,common,detailed__home__pace_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last10__def_rtg_mean,detailed_efficiency,rich,common,detailed__last10__def_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last10__efg_mean,detailed_efficiency,rich,common,detailed__last10__efg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last10__four_factor_edge_mean,detailed_efficiency,rich,common,detailed__last10__four_factor_edge_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last10__ft_rate_mean,detailed_efficiency,rich,common,detailed__last10__ft_rate_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last10__games,detailed_efficiency,rich,common,detailed__last10__games,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last10__net_rtg_mean,detailed_efficiency,rich,common,detailed__last10__net_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last10__off_rtg_mean,detailed_efficiency,rich,common,detailed__last10__off_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last10__opp_efg_mean,detailed_efficiency,rich,common,detailed__last10__opp_efg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last10__orb_pct_mean,detailed_efficiency,rich,common,detailed__last10__orb_pct_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last10__pace_mean,detailed_efficiency,rich,common,detailed__last10__pace_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last10__tov_pct_mean,detailed_efficiency,rich,common,detailed__last10__tov_pct_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last20__def_rtg_mean,detailed_efficiency,rich,common,detailed__last20__def_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last20__efg_mean,detailed_efficiency,rich,common,detailed__last20__efg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last20__four_factor_edge_mean,detailed_efficiency,rich,common,detailed__last20__four_factor_edge_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last20__ft_rate_mean,detailed_efficiency,rich,common,detailed__last20__ft_rate_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last20__games,detailed_efficiency,rich,common,detailed__last20__games,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last20__net_rtg_mean,detailed_efficiency,rich,common,detailed__last20__net_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last20__off_rtg_mean,detailed_efficiency,rich,common,detailed__last20__off_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last20__opp_efg_mean,detailed_efficiency,rich,common,detailed__last20__opp_efg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last20__orb_pct_mean,detailed_efficiency,rich,common,detailed__last20__orb_pct_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last20__pace_mean,detailed_efficiency,rich,common,detailed__last20__pace_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last20__tov_pct_mean,detailed_efficiency,rich,common,detailed__last20__tov_pct_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last5__def_rtg_mean,detailed_efficiency,rich,common,detailed__last5__def_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last5__efg_mean,detailed_efficiency,rich,common,detailed__last5__efg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last5__four_factor_edge_mean,detailed_efficiency,rich,common,detailed__last5__four_factor_edge_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last5__ft_rate_mean,detailed_efficiency,rich,common,detailed__last5__ft_rate_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last5__games,detailed_efficiency,rich,common,detailed__last5__games,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last5__net_rtg_mean,detailed_efficiency,rich,common,detailed__last5__net_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last5__off_rtg_mean,detailed_efficiency,rich,common,detailed__last5__off_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last5__opp_efg_mean,detailed_efficiency,rich,common,detailed__last5__opp_efg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last5__orb_pct_mean,detailed_efficiency,rich,common,detailed__last5__orb_pct_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last5__pace_mean,detailed_efficiency,rich,common,detailed__last5__pace_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__last5__tov_pct_mean,detailed_efficiency,rich,common,detailed__last5__tov_pct_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__neutral__def_rtg_mean,detailed_efficiency,rich,common,detailed__neutral__def_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__neutral__games,detailed_efficiency,rich,common,detailed__neutral__games,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__neutral__net_rtg_mean,detailed_efficiency,rich,common,detailed__neutral__net_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__neutral__off_rtg_mean,detailed_efficiency,rich,common,detailed__neutral__off_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__neutral__pace_mean,detailed_efficiency,rich,common,detailed__neutral__pace_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__poss0p44__def_rtg_mean,detailed_efficiency,rich,common,detailed__poss0p44__def_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__poss0p44__net_rtg_mean,detailed_efficiency,rich,common,detailed__poss0p44__net_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__poss0p44__off_rtg_mean,detailed_efficiency,rich,common,detailed__poss0p44__off_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__poss0p475__def_rtg_mean,detailed_efficiency,rich,common,detailed__poss0p475__def_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__poss0p475__net_rtg_mean,detailed_efficiency,rich,common,detailed__poss0p475__net_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__detailed__poss0p475__off_rtg_mean,detailed_efficiency,rich,common,detailed__poss0p475__off_rtg_mean,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__quality__CompactGames,detailed_efficiency,rich,common,quality__CompactGames,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__quality__DetailedCoverageRate,detailed_efficiency,rich,common,quality__DetailedCoverageRate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__quality__DetailedGames,detailed_efficiency,rich,common,quality__DetailedGames,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__quality__FlaggedPossessionGames,detailed_efficiency,rich,common,quality__FlaggedPossessionGames,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__quality__FlaggedPossessionRate,detailed_efficiency,rich,common,quality__FlaggedPossessionRate,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__quality__HasAnyDetailedData,detailed_efficiency,rich,common,quality__HasAnyDetailedData,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__quality__HasCompleteDetailedCoverage,detailed_efficiency,rich,common,quality__HasCompleteDetailedCoverage,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__quality__MissingDetailedGames,detailed_efficiency,rich,common,quality__MissingDetailedGames,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
diff__quality__RichFeatureCoverageEligible,detailed_efficiency,rich,common,quality__RichFeatureCoverageEligible,same-season regular season through DayNum 132,positive_means_team1_higher,Team1 minus Team2.,False,True,True,True,False,True
mean__detailed__all__defrtg_std,detailed_efficiency,rich,common,detailed__all__defrtg_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__efg_std,detailed_efficiency,rich,common,detailed__all__efg_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__ftmade_rate_ros,detailed_efficiency,rich,common,detailed__all__ftmade_rate_ros,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__ftmaderate_mean,detailed_efficiency,rich,common,detailed__all__ftmaderate_mean,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__ftmaderate_median,detailed_efficiency,rich,common,detailed__all__ftmaderate_median,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__ftrate_std,detailed_efficiency,rich,common,detailed__all__ftrate_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__games,detailed_efficiency,rich,common,detailed__all__games,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__netrtg_std,detailed_efficiency,rich,common,detailed__all__netrtg_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__offrtg_std,detailed_efficiency,rich,common,detailed__all__offrtg_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__opp_ftmade_rate_ros,detailed_efficiency,rich,common,detailed__all__opp_ftmade_rate_ros,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__oppftmaderate_mean,detailed_efficiency,rich,common,detailed__all__oppftmaderate_mean,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__oppftmaderate_median,detailed_efficiency,rich,common,detailed__all__oppftmaderate_median,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__orbpct_std,detailed_efficiency,rich,common,detailed__all__orbpct_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__pace_ros,detailed_efficiency,rich,common,detailed__all__pace_ros,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__all__tovpct_std,detailed_efficiency,rich,common,detailed__all__tovpct_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__away__games,detailed_efficiency,rich,common,detailed__away__games,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__away__pace_mean,detailed_efficiency,rich,common,detailed__away__pace_mean,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__defrtg_std,detailed_efficiency,rich,common,detailed__clean__defrtg_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__efg_std,detailed_efficiency,rich,common,detailed__clean__efg_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__ftmade_rate_ros,detailed_efficiency,rich,common,detailed__clean__ftmade_rate_ros,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__ftmaderate_mean,detailed_efficiency,rich,common,detailed__clean__ftmaderate_mean,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__ftmaderate_median,detailed_efficiency,rich,common,detailed__clean__ftmaderate_median,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__ftrate_std,detailed_efficiency,rich,common,detailed__clean__ftrate_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__games,detailed_efficiency,rich,common,detailed__clean__games,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__netrtg_std,detailed_efficiency,rich,common,detailed__clean__netrtg_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__offrtg_std,detailed_efficiency,rich,common,detailed__clean__offrtg_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__opp_ftmade_rate_ros,detailed_efficiency,rich,common,detailed__clean__opp_ftmade_rate_ros,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__oppftmaderate_mean,detailed_efficiency,rich,common,detailed__clean__oppftmaderate_mean,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__oppftmaderate_median,detailed_efficiency,rich,common,detailed__clean__oppftmaderate_median,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__orbpct_std,detailed_efficiency,rich,common,detailed__clean__orbpct_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__pace_ros,detailed_efficiency,rich,common,detailed__clean__pace_ros,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__clean__tovpct_std,detailed_efficiency,rich,common,detailed__clean__tovpct_std,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__home__games,detailed_efficiency,rich,common,detailed__home__games,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__home__pace_mean,detailed_efficiency,rich,common,detailed__home__pace_mean,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__last10__games,detailed_efficiency,rich,common,detailed__last10__games,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__last10__pace_mean,detailed_efficiency,rich,common,detailed__last10__pace_mean,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__last20__games,detailed_efficiency,rich,common,detailed__last20__games,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__last20__pace_mean,detailed_efficiency,rich,common,detailed__last20__pace_mean,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__last5__games,detailed_efficiency,rich,common,detailed__last5__games,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__last5__pace_mean,detailed_efficiency,rich,common,detailed__last5__pace_mean,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__neutral__games,detailed_efficiency,rich,common,detailed__neutral__games,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
mean__detailed__neutral__pace_mean,detailed_efficiency,rich,common,detailed__neutral__pace_mean,same-season regular season through DayNum 132,matchup_context,Mean of both teams.,False,True,True,True,False,True
quality__CompactGames,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
quality__DetailedCoverageRate,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
quality__DetailedGames,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
quality__FlaggedPossessionGames,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
quality__FlaggedPossessionRate,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
